cnpj;identificador_matriz_filial;razao_social;nome_fantasia;situacao;situacao_desc;data_situacao;motivo_situacao;motivo_situacao_desc;natureza_juridica;nat_jur_desc;data_inicio;ano_inicio;cnae_subclasse;subclasse_desc;cnae_classe;classe_desc;cnae_grupo;grupo_desc;cnae_divisao;divisao_desc;endereco_completo;tipo_logradouro;endereco;numero;complemento;bairro;cep;codemun;municipio;geocod_ibge_2018;nome_munic_ibge;uf;cidade_exterior;cod_pais;nome_pais;ddd1;telefone1;ddd2;telefone2;nu_ddd_fax;nu_fax;email;qualificacao;capital_social;porte_empresa;opcao_simples;data_opcao_simples;data_exclusao_simples;opcao_mei;situacao_especial;data_situacao_especial;ind_osc;id_mapa;certificado_OSCIP;macro_area_atuacao;micro_area_atuacao;n_vinc_ativos;n_vinc_def;empenhado;pago;empenhado_def;pago_def;cnae_secundaria;cnae2_classe;cnae2_classe_desc;PrecisionDepth;MatchedAddress;Longitude;Latitude
00035264000180;Matriz;AMPAC - ASSOCIACAO DO MOVIMENTO POPULAR DE AMPLA CIDADANIA;;2;;2005-11-03;00;;3999;Associação Privada;1994-11-03;1994;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA MANUEL CARREIRA MIGUEL 203;RUA;MANUEL CARREIRA MIGUEL;203;SEDE PROVISORIA;CONJUNTO CITY JARAGUA;02998369;7107;SAO PAULO;;;SP;;;;11;47866586;;;;;AMPAC1993AMPAC@GMAIL.COM;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;RUA MANUEL CARREIRA MIGUEL, JARDIM RINCÃO, SAO PAULO, SP;-46,7283020589996;-23,4317049649996
00035268000169;Matriz;IGREJA EVANGELICA KYRIOS;;2;;2004-08-28;00;;3999;Associação Privada;1994-11-03;1994;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA HELIODORO EBANO PEREIRA 267;RUA;HELIODORO EBANO PEREIRA;267;;AGUA BRANCA;05068030;7107;SAO PAULO;;;SP;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;6;;;;;;;;;4 Estrelas;RUA HELIODORO EBANO PEREIRA 267, LAPA DE BAIXO, SAO PAULO, SP, 05068030;-46,7003202419996;-23,5151792289996
00036541000170;Matriz;CENTRO EDUCACIONAL MARIA AUXILIADORA;ESCOLA SALESIANA BRASILIA;2;;2000-12-09;00;;3999;Associação Privada;1966-11-25;1966;8520100;Ensino médio;85201;Ensino médio;852;Ensino médio;85;EDUCAÇÃO; SHIGS - QUADRA 702;;SHIGS - QUADRA;702;BLOCO C;ASA SUL;70330730;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Educação e pesquisa;Ensino médio;88;1;;;;;;;;3 Estrelas;SHIGS Q 702, ASA SUL, BRASILIA, DF, 70330730;-47,8952637399996;-15,7995465449996
00036541000250;Filial;CENTRO EDUCACIONAL MARIA AUXILIADORA;COMUNIDADE MAE DA ESPERANCA;2;;1998-07-28;00;;3999;Associação Privada;1991-03-14;1991;8800600;Serviços de assistência social sem alojamento;88006;Serviços de assistência social sem alojamento;880;Serviços de assistência social sem alojamento;88;SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO;AVENIDA W4 SUL Q 702 ;AVENIDA;W4 SUL Q 702;;BLOCO C;ASA SUL;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;;;;1;1;;Assistência social;Assistência social;;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00036541000331;Filial;CENTRO EDUCACIONAL MARIA AUXILIADORA;INST. SUPERIOR SALESIANO DE TEC. EDUCACIONAIS-ISTE;2;;2000-01-17;00;;3999;Associação Privada;2000-01-17;2000;8531700;Educação superior - graduação;85317;Educação superior - graduação;853;Educação superior;85;EDUCAÇÃO; SHIGS BLOCO C 702;;SHIGS BLOCO C;702;ASA SUL;BRASILIA;70330730;9701;BRASILIA;;;DF;;;;061;2245365;;;061;2246552;cemabsb@tba.com.br;16;;05;0;;;;;;1;1;;Educação e pesquisa;Ensino superior;;;;;;;;;;4 Estrelas;SHIGS Q 702 BL C, BRASILIA, DF;-47,8956936029996;-15,7993241639996
00036996000195;Matriz;BRASILIA MOTONAUTICA CLUBE;;2;;2018-09-26;00;;3999;Associação Privada;1966-11-30;1966;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;93298;Atividades de recreação e lazer não especificadas anteriormente;932;Atividades de recreação e lazer;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; CEN  TRECHO 1 CONJUNTOS 22 24;;CEN  TRECHO 1 CONJUNTOS;22 24;;PLANO PILOTO;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;7;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00037507000110;Matriz;ASSOCIACAO DOS AUDITORES TRIBUTARIOS DO DISTRITO FEDERAL - AAFIT;AAFIT;2;;2005-08-27;00;;3999;Associação Privada;1979-05-17;1979;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;SETOR SHIN CA 11 LOTE 10 BLOCO J S/N;SETOR;SHIN CA 11 LOTE 10 BLOCO J;S/N;AAFIT-DF LAGO NORTE;SETOR DE HABITACOES INDIVIDUAIS NORTE;71503511;9701;BRASILIA;;;DF;;;;61;34685871;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;11;;;;;;;;;4 Estrelas;SHIN CA 11 LT 11, BRASILIA, DF, 71503511;-47,8878740539996;-15,7139908929996
00037705000183;Matriz;ESTANCIA TANGARA HOTEL PRAIA CLUBE;TANGARA HOTEL PRAIA CLUBE;4;;2018-09-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1982-02-12;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; LOC  JARDIM ROSA DO SUL S/N;;LOC  JARDIM ROSA DO SUL;S/N;;JARDIM ROSA DO SUL;74912390;9227;APARECIDA DE GOIANIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;2 Estrelas;APARECIDA DE GOIANIA, GO, 749123;-49,2375540339996;-16,7468603959996
00037713000120;Matriz;LOJA SIMBOLICA CAVALEIROS DA ORDEM DO TEMPLO N 85;;2;;2019-04-24;00;;3999;Associação Privada;1982-02-17;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA CAPIM PUBA S/N;AVENIDA;CAPIM PUBA;S/N;ESQ MARGINAL NORTE;MARECHAL RONDOM;74560070;9373;GOIANIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;3 Estrelas;VIELA CAPIM PUBA, SETOR DOS FUNCIONÁRIOS, GOIANIA, GO;-49,2758833109996;-16,6723598359996
00037721000176;Matriz;FEDERACAO GOIANA DO JOGO DE DAMAS;FGJD;4;;2018-08-28;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1982-02-19;1982;9319199;Outras atividades esportivas não especificadas anteriormente;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA 509 24;RUA;509;24;QD 21 LT 24;ST CENTRO OESTE;74550250;9373;GOIANIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;RUA 509 24, SETOR CENTRO OESTE, GOIANIA, GO, 74550250;-49,2804810769996;-16,6671595719996
00037739000178;Matriz;FEDERACAO DE KARATE DO ESTADO DE GOIAS;FEKAEGO;2;;1998-07-28;00;;3999;Associação Privada;1982-01-26;1982;9319101;Produção e promoção de eventos esportivos;93191;Atividades esportivas não especificadas anteriormente;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;ALAMEDA COUTO MAGALHAES 43;ALAMEDA;COUTO MAGALHAES;43;QUADRA88                  LOTE  15;SETOR PEDRO LUDOVICO;74825040;9373;GOIANIA;;;GO;;;;62;32558241;62;96196217;;;fekaego@hotmail.com;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;ALAMEDA COUTO MAGALHAES 43, SETOR PEDRO LUDOVICO, GOIANIA, GO, 74825040;-49,2558196009997;-16,7214437329996
00037754000116;Matriz;ASSOCIACAO DOS DEFICIENTES VISUAIS DO ESTADO DE GOIAS;;2;;1999-08-28;00;;3999;Associação Privada;1982-02-26;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 29-A 53;RUA;29-A;53;QUADRA66                  LOTE  E;SETOR CENTRAL;74015060;9373;GOIANIA;;;GO;;;;62;30923132;;;;;ADM.ADVEG@GMAIL.COM;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;1;;;;;;;;;4 Estrelas;RUA 29-A 53, SETOR CENTRAL, GOIANIA, GO, 74015060;-49,2611475009996;-16,6786969439996
00037796000157;Matriz;IGREJA PRESBITERIANA DO SETOR PEDRO LUDUVICO;;2;;2005-11-03;00;;3999;Associação Privada;1982-03-02;1982;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA 1040 S N;RUA;1040;S N;QUADRA 76 LOTE 12;ST PEDRO LUDUVICO;74823250;9373;GOIANIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;2;;;;;;;;;4 Estrelas;AVENIDA SANTA RITA 1040, JARDIM PETRÓPOLIS, GOIANIA, GO, 74460270;-49,3444558619996;-16,6644453719996
00037804000165;Matriz;LOJA SIMBOLICA FRATERNIDADE GOIANIA N 97;FRATERNIDADE GOIANIA N 97;2;;2019-01-31;00;;3999;Associação Privada;1982-03-09;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;AVENIDA AREIAO 607;AVENIDA;AREIAO;607;"QUADRA: 17; LOTE: 22;";SETOR PEDRO LUDOVICO;74820370;9373;GOIANIA;;;GO;;;;62;32411266;62;32564503;;;FRATERNIDADEDEGOIANIA97@GMAIL.COM;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;AVENIDA AREIAO 607, SETOR PEDRO LUDOVICO, GOIANIA, GO, 74820370;-49,2529216789996;-16,7051657859996
00038232000139;Matriz;ASSOCIACAO DO PESSOAL DA CAIXA ECONOMICA FEDERAL DO DF;APCEF/DF;2;;2004-02-14;00;;3999;Associação Privada;1965-12-31;1965;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; SCEN TRECHO 3 CONJ 3 LOTES 2A/2B S/N;;SCEN TRECHO 3 CONJ 3 LOTES 2A/2B;S/N;;ASA NORTE;70800200;9701;BRASILIA;;;DF;;;;0061;02739017;;;;;APCEFDF@APCEFDF.COM.BR;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;83;;;;;;;;;3 Estrelas;SCEN TRECHO 1, ASA NORTE, BRASILIA, DF, 70800200;-47,8365483119996;-15,7866534709996
00038232000210;Filial;ASSOCIACAO DO PESSOAL DA CAIXA ECONOMICA FEDERAL DO DF;APCEF/DF FARMACIA PRIVATIVA;2;;2004-02-14;00;;3999;Associação Privada;1983-05-12;1983;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;SETOR COMERCIAL SUL S/N;SETOR;COMERCIAL SUL;S/N;ED UNIAO 2 ANDAR;ASA SUL;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00038232000309;Filial;ASSOCIACAO DO PESSOAL DA CAIXA ECONOMICA FEDERAL DO DF;APCEF/DF RESTAURANTE FILIAL;2;;2004-02-14;00;;3999;Associação Privada;1984-07-18;1984;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; SBS  QUADR 1 BLOCO 1 SN;;SBS  QUADR 1 BLOCO 1;SN;19 ANDAR;ASA SUL;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00038232000481;Filial;ASSOCIACAO DO PESSOAL DA CAIXA ECONOMICA FEDERAL DO DF;APCEF/DF RESTAURANTE MATRIZ;2;;2004-02-14;00;;3999;Associação Privada;1984-07-18;1984;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; SBS  QUADRA 4 BLOCO A SN;;SBS  QUADRA 4 BLOCO A;SN;21 ANDAR;ASA SUL;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;3 Estrelas;SBS, ASA SUL, BRASILIA, DF;-47,8833410739996;-15,8003383739996
00038232000562;Filial;ASSOCIACAO DO PESSOAL DA CAIXA ECONOMICA FEDERAL DO DF;AEB-DEPOSITO GERAL;2;;2004-02-14;00;;3999;Associação Privada;1984-07-18;1984;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; LOC  SIA/SUL C.C. QUADRA 4 C SN;;LOC  SIA/SUL C.C. QUADRA 4 C;SN;BLOCO D LOJA 36;ST INDUSTR ABARTEC;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00038513000191;Matriz;ASSOC.BENEFICENTE DA CAPITAL FEDERAL DO BRASIL - BENECAP;BENECAP;2;;2005-01-08;00;;3999;Associação Privada;1967-01-11;1967;9499500;Atividades associativas não especificadas anteriormente;94995;Atividades associativas não especificadas anteriormente;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS; SHCS CR QUADRA 508 BLOCO B LOJA 25 S/N;;SHCS CR QUADRA 508 BLOCO B LOJA 25;S/N;NS. 24 E 34 PELA W2;ASA SUL;70351525;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Outras atividades associativas;Associações de atividades não especificadas anteriormente;31;;;;;;;;;3 Estrelas;SHCS CRS 508, ASA SUL, BRASILIA, DF, 70351525;-47,9065240969996;-15,8131837599996
00039131000182;Matriz;CENTRO ESPIRITA ADOLFO BEZERRA DE MENEZES;;2;;2005-11-03;00;;3220;Organização Religiosa;1966-12-31;1966;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;QUADRA 10 LOTE ESPECIAL 02;QUADRA;10 LOTE ESPECIAL;02;;SOBRADINHO;73070043;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;N;;;1;1;1;Religião;Religião;2;;;;;;;;;3 Estrelas;Q 10, BRASILIA, DF, 73006632;-47,7974211569996;-15,6420052489996
00039248000166;Matriz;MINAS BRASILIA TENIS CLUBE;;2;;2001-12-01;00;;3999;Associação Privada;1967-01-30;1967;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; SCEN,TRECHO 3;;SCEN,TRECHO;3;CONJ 6;ASA NORTE;70800200;9701;BRASILIA;;;DF;;;;061;3479559;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;114;3;;;;;;;;4 Estrelas;SCEN TRECHO 3 DNPVN, BRASILIA, DF;-47,8650198699996;-15,7578163929996
00039321000108;Matriz;INSTITUTO NOSSA SENHORA DO CARMO;;2;;2005-11-03;00;;3999;Associação Privada;1967-01-29;1967;8711502;Instituições de longa permanência para idosos;87115;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;871;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES;AVENIDA W5 LOTE 52 QUADRA 913 SN;AVENIDA;W5 LOTE 52 QUADRA 913;SN;;SGA;70310500;9701;BRASILIA;;;DF;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Assistência social;Assistência social;;;;;;;;;;1 Estrela;Brasília, DF;-47,9300930139996;-15,7799719059996
00040840000188;Matriz;CLUBE SOCIAL DA UNIDADE DE VIZINHANCA N 1;;2;;2004-10-02;00;;3999;Associação Privada;1967-03-16;1967;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER; SHC/SUL EQ 108/109 SN;;SHC/SUL EQ 108/109;SN;BLOCO A;ASA SUL;70347400;9701;BRASILIA;;;DF;;;;61;32444261;;;61;2447682;GERENCIAVIZI@GMAIL.COM;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;76;;;;;;;;;3 Estrelas;SHCS EQS 108/109, ASA SUL, BRASILIA, DF, 70347400;-47,9053968949996;-15,8170044949996
00044180000103;Matriz;CLUBE DO CONGRESSO;;2;;2003-12-26;00;;3999;Associação Privada;1967-07-05;1967;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;93298;Atividades de recreação e lazer não especificadas anteriormente;932;Atividades de recreação e lazer;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;SETOR SHIN Q I 16 S/N;SETOR;SHIN Q I 16;S/N;AREA ESPECIAL;LAGO NORTE;71530205;9701;BRASILIA;;;DF;;;;61;33681116;61;33681245;61;35773450;secretaria@clubedocongresso.com.br;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;34;;;;;;;;;3 Estrelas;SHIN, SETOR DE HABITAÇÕES INDIVIDUAIS SUL, BRASILIA, DF;-47,8978533009996;-15,7181390259996
00044503000169;Matriz;ACAO SOCIAL NOSSA SENHORA DE FATIMA;;4;;2018-09-04;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1967-07-17;1967;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;QUADRA QNN 30 S/N;QUADRA;QNN 30;S/N;MODULO B;CEILANDIA;72220300;9701;BRASILIA;;;DF;;;;61;33761112;61;33735007;61;33735855;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;2 Estrelas;BRASILIA, DF, 7222030;-48,1117946189996;-15,8346589849996
00044586000196;Matriz;FUNDACAO EDUCACIONAL MARIA AMABINI DE MORAIS FEMAM;;2;;2005-08-27;00;;3999;Associação Privada;1982-03-08;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA BARAO DO RIO BRANCO 1263;RUA;BARAO DO RIO BRANCO;1263;A;;75650000;9473;MORRINHOS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Desenvolvimento e defesa de direitos e interesses;Desenvolvimento e defesa de direitos;;;;;;;;;;4 Estrelas;RUA BARAO DO RIO BRANCO 1263, MORRINHOS, GO, 75650000;-49,1009408259996;-17,7403744879996
00044594000132;Matriz;PONTALINA FUTEBOL CLUBE;;4;;2018-11-06;63;OMISSÃO DE DECLARAÇÕES;3999;Associação Privada;1982-04-02;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA RUI BARBOSA 1272;AVENIDA;RUI BARBOSA;1272;;CENTRO;75620000;9549;PONTALINA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;AVENIDA RUI BARBOSA 1272, PONTALINA, GO, 75620000;-49,4505103749996;-17,5153343399996
00044628000199;Matriz;CALDAS NOVAS ATLETICO CLUBE;;2;;2007-07-19;00;;3999;Associação Privada;1982-05-10;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA CAPITAO JOAO CRISOSTOMO 251;RUA;CAPITAO JOAO CRISOSTOMO;251;SALA  20;CENTRO;75680001;9289;CALDAS NOVAS;;;GO;;;;64;34536910;;;64;34536910;eccnovas@yahoo.com.br;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;Caldas Novas, GO;-48,6250249089996;-17,7445186239996
00044644000181;Matriz;LOJA MACONICA LUZ E LIBERDADE;;2;;2005-11-03;00;;3999;Associação Privada;1982-06-01;1982;9430800;Atividades de associações de defesa de direitos sociais;94308;Atividades de associações de defesa de direitos sociais;943;Atividades de associações de defesa de direitos sociais;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA RIO GRANDE DO SUL 780;RUA;RIO GRANDE DO SUL;780;;CENTRO;75650000;9473;MORRINHOS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Religião;Religião;;;;;;;;;;4 Estrelas;RUA RIO GRANDE DO SUL 780, MORRINHOS, GO, 75650000;-49,1054489859996;-17,7339634959996
00044800000104;Matriz;CLUBE DE PARAQUEDISMO DE MORRINHOS CPM;CPM;2;;2006-04-10;00;;3999;Associação Privada;1982-11-17;1982;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA DR PEDRO NUNES 820;RUA;DR PEDRO NUNES;820;;CENTRO;75650000;9473;MORRINHOS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;4 Estrelas;RUA DOUTOR PEDRO NUNES 820, MORRINHOS, GO, 75650000;-49,1059464139996;-17,7359586269996
00044859000100;Matriz;MORRINHOS ESPORTE TRUQUE;;2;;2019-01-24;00;;3999;Associação Privada;1983-02-22;1983;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA GENOVEVA REZENDE 85;AVENIDA;GENOVEVA REZENDE;85;;SETOR OESTE;75650000;9473;MORRINHOS;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;1 Estrela;Morrinhos, GO;-49,1063578389996;-17,7338267789996
00044875000195;Matriz;BOTAFOGO FUTEBOL CLUBE;;2;;2005-11-03;00;;3999;Associação Privada;1983-03-22;1983;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;RUA MACIEL S/N;RUA;MACIEL;S/N;;CALADIA;75660000;9277;BURITI ALEGRE;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;;;;;;;;;;3 Estrelas;RUA MACIEL, BURITI ALEGRE, GO;-49,0432602889996;-18,1351937549996
00044891000188;Matriz;ASSOCIACAO ATLETICA DO BANCO DO BRASIL EDEIA;;2;;1998-07-28;00;;3999;Associação Privada;1983-04-15;1983;9312300;Clubes sociais, esportivos e similares;93123;Clubes sociais, esportivos e similares;931;Atividades esportivas;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;AVENIDA DOM PEDRO II 75;AVENIDA;DOM PEDRO II;75;;CENTRO;75940000;9349;EDEIA;;;GO;;;;;;;;;;;16;;05;0;;;N;;;1;1;;Cultura e recreação;Esportes e recreação;2;;;;;;;;;4 Estrelas;AVENIDA DOM PEDRO II 75, EDEIA, GO, 75940000;-49,9305999449996;-17,3464968159996
00044909000141;Matriz;DIOCESE DE ANAPOLIS;CURIA;2;;2005-11-03;00;;3220;Organização Religiosa;1982-06-01;1982;9491000;Atividades de organizações religiosas ou filosóficas;94910;Atividades de organizações religiosas;949;Atividades de organizações associativas não especificadas anteriormente;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;RUA ENGENHEIRO PORTELA S N;RUA;ENGENHEIRO PORTELA;S N;QUADRA1                   LOTE  1;VILA NOSSA SENHORA D ABADIA;75120120;9221;ANAPOLIS;;;GO;;;;62;33293400;62;33293412;62;33293401;curia@diocesedeanapolis.org.br;16;;05;0;;;N;;;1;1;;Religião;Religião;25;;;;;;;;;3 Estrelas;RUA ENGENHEIRO PORTELA, VILA GÓIS, ANAPOLIS, GO, 75120120;-48,9585162079997;-16,3401598939996
